id,转换后JH,XJS,JX,FW,LJCZJS,JX_design,FW_design,LJCZJS_design,关键点
9669,B16-X13,2168.98,N/A,N/A,N/A,26.2,190.38,1981.21,N/A
9670,B16-X13,2228.98,N/A,N/A,N/A,23.8,190.38,2035.58,N/A
9671,B16-X13,2233.82,N/A,N/A,N/A,23.61,190.38,2040.02,N/A
9672,B16-X13,2288.98,N/A,N/A,N/A,21.4,190.38,2090.97,N/A
9673,B16-X13,2341.3,N/A,N/A,N/A,19.31,190.38,2140.02,N/A
9674,B16-X13,2348.98,N/A,N/A,N/A,19.0,190.38,2147.28,N/A
9675,B16-X13,2362.44,N/A,N/A,N/A,18.46,190.38,2160.02,N/A
9676,B16-X13,2408.98,N/A,N/A,N/A,16.6,190.38,2204.4,N/A
9677,B16-X13,2466.69,N/A,N/A,N/A,14.29,190.38,2260.02,N/A
9678,B16-X13,2468.98,N/A,N/A,N/A,14.2,190.38,2262.24,N/A
9679,B16-X13,2528.98,N/A,N/A,N/A,11.8,190.38,2320.7,N/A
9680,B16-X13,2588.98,N/A,N/A,N/A,9.4,190.38,2379.67,N/A
9681,B16-X13,2648.98,N/A,N/A,N/A,7.0,190.38,2439.05,N/A
9682,B16-X13,2660.03,N/A,N/A,N/A,6.56,190.38,2450.03,N/A
9683,B16-X13,2831.15,N/A,N/A,N/A,6.56,190.38,2620.03,N/A
9684,B16-X13,2891.54,N/A,N/A,N/A,6.56,190.38,2680.02,N/A
9685,B16-X13,2960.03,N/A,N/A,N/A,6.56,190.38,2748.06,N/A
9686,B16-X13,3260.03,N/A,N/A,N/A,6.56,190.38,3046.1,N/A
9687,B16-X13,3263.98,N/A,N/A,N/A,6.56,190.38,3050.0,N/A
512,B16-X14,0.0,0.0,1.45,N/A,N/A,N/A,N/A,0.0
513,B16-X14,7.9,0.0,1.45,7.9,N/A,N/A,N/A,0.0
514,B16-X14,32.9,0.46,1.45,32.9,N/A,N/A,N/A,0.0
515,B16-X14,57.9,0.6,21.44,57.9,N/A,N/A,N/A,0.0
516,B16-X14,82.9,0.44,15.87,82.9,N/A,N/A,N/A,0.0
517,B16-X14,107.9,0.47,13.44,107.9,N/A,N/A,N/A,0.0
518,B16-X14,132.9,0.4,34.27,132.9,N/A,N/A,N/A,0.0
519,B16-X14,157.9,0.29,0.39,157.9,N/A,N/A,N/A,0.0
520,B16-X14,182.9,0.33,359.31,182.9,N/A,N/A,N/A,0.0
521,B16-X14,207.9,0.38,15.77,207.89,N/A,N/A,N/A,0.0
522,B16-X14,232.9,0.37,23.06,232.89,N/A,N/A,N/A,0.0
523,B16-X14,251.9,0.49,354.87,251.89,N/A,N/A,N/A,0.0
524,B16-X14,276.9,0.49,354.87,276.89,N/A,N/A,N/A,0.0
525,B16-X14,301.9,0.49,354.87,301.89,N/A,N/A,N/A,0.0
526,B16-X14,322.89,0.4,119.2,322.88,N/A,N/A,N/A,0.0
527,B16-X14,351.65,1.8,267.6,351.64,N/A,N/A,N/A,0.0
528,B16-X14,380.48,2.11,271.7,380.45,N/A,N/A,N/A,0.0
529,B16-X14,409.14,2.46,239.6,409.09,N/A,N/A,N/A,0.0
530,B16-X14,437.91,1.32,244.4,437.84,N/A,N/A,N/A,0.0
531,B16-X14,466.64,1.71,240.1,466.56,N/A,N/A,N/A,0.0
532,B16-X14,495.26,1.19,262.6,495.17,N/A,N/A,N/A,0.0
533,B16-X14,523.99,1.49,359.8,523.89,N/A,N/A,N/A,0.0
534,B16-X14,552.69,1.29,2.1,552.58,N/A,N/A,N/A,0.0
535,B16-X14,581.38,1.26,2.5,581.27,N/A,N/A,N/A,0.0
536,B16-X14,611.14,1.23,3.0,611.02,N/A,N/A,N/A,0.0
537,B16-X14,639.8,1.6,163.7,639.67,N/A,N/A,N/A,0.0
538,B16-X14,649.41,3.33,166.9,649.27,N/A,N/A,N/A,1.0
539,B16-X14,658.98,5.08,170.3,658.82,N/A,N/A,N/A,0.0
540,B16-X14,668.59,6.57,171.0,668.38,N/A,N/A,N/A,0.0
541,B16-X14,678.15,7.65,175.6,677.86,N/A,N/A,N/A,0.0
542,B16-X14,687.76,8.62,180.7,687.38,N/A,N/A,N/A,0.0
543,B16-X14,697.32,9.71,182.5,696.81,N/A,N/A,N/A,0.0
544,B16-X14,706.93,10.72,184.2,706.27,N/A,N/A,N/A,0.0
545,B16-X14,716.43,11.73,185.8,715.59,N/A,N/A,N/A,0.0
546,B16-X14,726.01,12.74,187.2,724.95,N/A,N/A,N/A,0.0
547,B16-X14,735.58,13.75,191.0,734.27,N/A,N/A,N/A,0.0
548,B16-X14,745.18,14.76,194.8,743.57,N/A,N/A,N/A,0.0
549,B16-X14,754.77,15.77,198.7,752.82,N/A,N/A,N/A,0.0
550,B16-X14,764.39,17.42,197.6,762.04,N/A,N/A,N/A,0.0
551,B16-X14,773.95,19.08,196.5,771.12,N/A,N/A,N/A,0.0
552,B16-X14,783.55,20.52,195.2,780.15,N/A,N/A,N/A,0.0
553,B16-X14,793.1,21.73,192.3,789.06,N/A,N/A,N/A,0.0
554,B16-X14,802.68,22.91,188.8,797.92,N/A,N/A,N/A,0.0
555,B16-X14,812.25,24.28,186.8,806.69,N/A,N/A,N/A,0.0
556,B16-X14,821.79,25.97,187.2,815.33,N/A,N/A,N/A,0.0
557,B16-X14,831.34,27.83,187.8,823.85,N/A,N/A,N/A,0.0
558,B16-X14,840.9,29.37,188.3,832.24,N/A,N/A,N/A,0.0
559,B16-X14,850.45,30.82,191.3,840.5,N/A,N/A,N/A,0.0
560,B16-X14,860.01,32.06,193.3,848.66,N/A,N/A,N/A,0.0
561,B16-X14,869.58,33.51,195.4,856.7,N/A,N/A,N/A,0.0
562,B16-X14,879.12,35.01,196.9,864.59,N/A,N/A,N/A,0.0
563,B16-X14,888.72,36.57,197.4,872.37,N/A,N/A,N/A,0.0
564,B16-X14,898.32,38.38,197.0,879.99,N/A,N/A,N/A,0.0
565,B16-X14,926.98,38.62,197.4,902.42,N/A,N/A,N/A,0.0
566,B16-X14,955.64,39.24,193.7,924.72,N/A,N/A,N/A,2.0
567,B16-X14,984.32,38.93,193.9,946.98,N/A,N/A,N/A,0.0
568,B16-X14,1013.0,38.63,194.1,969.34,N/A,N/A,N/A,0.0
569,B16-X14,1041.73,38.36,193.3,991.82,N/A,N/A,N/A,0.0
570,B16-X14,1070.42,38.1,193.6,1014.36,N/A,N/A,N/A,0.0
571,B16-X14,1099.06,37.82,192.9,1036.94,N/A,N/A,N/A,0.0
572,B16-X14,1127.71,37.53,193.3,1059.62,N/A,N/A,N/A,0.0
573,B16-X14,1156.43,37.11,193.1,1082.46,N/A,N/A,N/A,0.0
574,B16-X14,1185.15,36.87,192.8,1105.4,N/A,N/A,N/A,0.0
575,B16-X14,1214.8,37.1,193.5,1129.08,N/A,N/A,N/A,0.0
576,B16-X14,1243.51,37.35,194.2,1151.94,N/A,N/A,N/A,0.0
577,B16-X14,1272.22,37.24,194.3,1174.78,N/A,N/A,N/A,0.0
578,B16-X14,1300.94,37.02,194.5,1197.68,N/A,N/A,N/A,0.0
579,B16-X14,1329.59,36.96,194.6,1220.56,N/A,N/A,N/A,0.0
580,B16-X14,1358.33,36.72,195.7,1243.56,N/A,N/A,N/A,0.0
581,B16-X14,1387.03,36.47,196.9,1266.61,N/A,N/A,N/A,0.0
582,B16-X14,1415.71,38.45,197.2,1289.37,N/A,N/A,N/A,0.0
583,B16-X14,1444.45,38.42,197.7,1311.88,N/A,N/A,N/A,0.0
584,B16-X14,1473.09,38.41,198.2,1334.32,N/A,N/A,N/A,0.0
585,B16-X14,1501.75,39.11,195.8,1356.67,N/A,N/A,N/A,0.0
586,B16-X14,1530.44,39.54,196.2,1378.86,N/A,N/A,N/A,0.0
587,B16-X14,1559.15,39.99,196.7,1400.93,N/A,N/A,N/A,0.0
588,B16-X14,1587.88,40.08,192.8,1422.93,N/A,N/A,N/A,0.0
589,B16-X14,1616.61,40.22,193.2,1444.89,N/A,N/A,N/A,0.0
590,B16-X14,1645.38,40.47,193.6,1466.82,N/A,N/A,N/A,0.0
591,B16-X14,1674.02,41.23,195.2,1488.48,N/A,N/A,N/A,0.0
592,B16-X14,1702.74,41.88,196.1,1509.97,N/A,N/A,N/A,0.0
593,B16-X14,1731.48,41.09,192.4,1531.5,N/A,N/A,N/A,0.0
594,B16-X14,1760.16,41.09,192.6,1553.12,N/A,N/A,N/A,0.0
595,B16-X14,1788.82,41.09,192.8,1574.72,N/A,N/A,N/A,0.0
596,B16-X14,1817.47,41.52,192.6,1596.24,N/A,N/A,N/A,0.0
597,B16-X14,1846.21,41.92,192.4,1617.69,N/A,N/A,N/A,0.0
598,B16-X14,1874.95,40.96,191.4,1639.24,N/A,N/A,N/A,0.0
599,B16-X14,1903.69,41.61,191.5,1660.83,N/A,N/A,N/A,0.0
600,B16-X14,1932.34,42.28,191.5,1682.14,N/A,N/A,N/A,0.0
601,B16-X14,1960.98,40.83,191.8,1703.57,N/A,N/A,N/A,0.0
602,B16-X14,1989.7,40.28,192.0,1725.39,N/A,N/A,N/A,0.0
603,B16-X14,2018.37,39.73,192.1,1747.36,N/A,N/A,N/A,0.0
604,B16-X14,2047.11,39.49,192.3,1769.5,N/A,N/A,N/A,0.0
605,B16-X14,2075.79,39.29,192.5,1791.66,N/A,N/A,N/A,0.0
606,B16-X14,2104.51,38.31,192.3,1814.04,N/A,N/A,N/A,0.0
607,B16-X14,2133.23,37.28,192.2,1836.74,N/A,N/A,N/A,3.0
608,B16-X14,2161.9,36.34,191.9,1859.69,N/A,N/A,N/A,0.0
609,B16-X14,2190.61,34.89,191.5,1883.03,N/A,N/A,N/A,0.0
610,B16-X14,2209.81,34.01,191.0,1898.86,N/A,N/A,N/A,0.0
611,B16-X14,2238.49,33.75,191.6,1922.67,N/A,N/A,N/A,0.0
612,B16-X14,2267.26,35.65,196.8,1946.33,N/A,N/A,N/A,0.0
613,B16-X14,2295.96,33.13,200.7,1970.01,N/A,N/A,N/A,0.0
614,B16-X14,2324.69,31.68,200.3,1994.26,N/A,N/A,N/A,0.0
615,B16-X14,2353.39,30.98,200.9,2018.78,N/A,N/A,N/A,0.0
616,B16-X14,2382.01,30.46,200.7,2043.38,N/A,N/A,N/A,0.0
617,B16-X14,2410.67,29.97,200.6,2068.15,N/A,N/A,N/A,0.0
618,B16-X14,2439.33,29.05,199.9,2093.09,N/A,N/A,N/A,0.0
619,B16-X14,2468.02,27.73,198.6,2118.33,N/A,N/A,N/A,0.0
620,B16-X14,2496.73,26.32,197.4,2143.9,N/A,N/A,N/A,0.0
621,B16-X14,2525.44,24.89,196.8,2169.79,N/A,N/A,N/A,0.0
622,B16-X14,2554.11,22.94,196.0,2196.0,N/A,N/A,N/A,0.0
623,B16-X14,2582.86,21.24,194.2,2222.64,N/A,N/A,N/A,0.0
624,B16-X14,2611.54,19.16,192.4,2249.55,N/A,N/A,N/A,0.0
625,B16-X14,2640.22,16.68,191.8,2276.84,N/A,N/A,N/A,0.0
626,B16-X14,2668.99,14.28,191.2,2304.56,N/A,N/A,N/A,0.0
627,B16-X14,2697.7,13.11,190.7,2332.46,N/A,N/A,N/A,0.0
628,B16-X14,2726.43,12.04,190.0,2360.5,N/A,N/A,N/A,0.0
629,B16-X14,2755.1,11.54,188.2,2388.56,N/A,N/A,N/A,0.0
630,B16-X14,2774.82,11.07,187.19,2407.9,N/A,N/A,N/A,0.0
631,B16-X14,2783.76,10.85,186.8,2416.68,N/A,N/A,N/A,0.0
632,B16-X14,2812.45,10.49,186.1,2444.87,N/A,N/A,N/A,0.0
633,B16-X14,2841.16,10.12,185.4,2473.12,N/A,N/A,N/A,0.0
634,B16-X14,2860.5,10.0,185.0,2492.16,N/A,N/A,N/A,0.0
635,B16-X14,2877.0,10.0,185.0,2508.41,N/A,N/A,N/A,0.0
9688,B16-X14,0.0,N/A,N/A,N/A,0.0,194.25,N/A,N/A
9689,B16-X14,680.0,N/A,N/A,N/A,0.0,194.25,680.0,N/A
9690,B16-X14,740.0,N/A,N/A,N/A,9.0,194.25,739.75,N/A
9691,B16-X14,800.0,N/A,N/A,N/A,18.0,194.25,798.04,N/A
9692,B16-X14,860.0,N/A,N/A,N/A,27.0,194.25,853.41,N/A
9693,B16-X14,920.0,N/A,N/A,N/A,36.0,194.25,904.52,N/A
9694,B16-X14,945.36,N/A,N/A,N/A,39.8,194.25,924.52,N/A
9695,B16-X14,1245.36,N/A,N/A,N/A,39.8,194.25,1155.01,N/A
9696,B16-X14,1545.36,N/A,N/A,N/A,39.8,194.25,1385.5,N/A
9697,B16-X14,1845.36,N/A,N/A,N/A,39.8,194.25,1615.98,N/A
9698,B16-X14,2145.36,N/A,N/A,N/A,39.8,194.25,1846.47,N/A
9699,B16-X14,2151.57,N/A,N/A,N/A,39.8,194.25,1851.24,N/A
9700,B16-X14,2211.57,N/A,N/A,N/A,37.41,194.49,1898.12,N/A
9701,B16-X14,2271.57,N/A,N/A,N/A,35.01,194.77,1946.53,N/A
9702,B16-X14,2331.57,N/A,N/A,N/A,32.62,195.07,1996.38,N/A
9703,B16-X14,2391.57,N/A,N/A,N/A,30.23,195.42,2047.57,N/A
9704,B16-X14,2451.57,N/A,N/A,N/A,27.84,195.82,2100.03,N/A
9705,B16-X14,2511.57,N/A,N/A,N/A,25.44,196.29,2153.65,N/A
9706,B16-X14,2571.57,N/A,N/A,N/A,23.06,196.85,2208.36,N/A
9707,B16-X14,2631.57,N/A,N/A,N/A,20.67,197.54,2264.03,N/A
9708,B16-X14,2691.57,N/A,N/A,N/A,18.29,198.39,2320.6,N/A
9709,B16-X14,2751.57,N/A,N/A,N/A,15.91,199.49,2377.94,N/A
9710,B16-X14,2774.52,N/A,N/A,N/A,15.0,200.0,2400.0,N/A
9711,B16-X14,2878.04,N/A,N/A,N/A,15.0,200.0,2500.0,N/A
636,B16-X15,0.0,0.0,311.6,N/A,N/A,N/A,N/A,0.0
637,B16-X15,29.8,0.21,311.6,29.8,N/A,N/A,N/A,0.0
638,B16-X15,59.0,0.15,306.2,59.0,N/A,N/A,N/A,0.0
639,B16-X15,88.13,0.1,322.5,88.13,N/A,N/A,N/A,0.0
640,B16-X15,116.41,0.13,314.3,116.41,N/A,N/A,N/A,0.0
641,B16-X15,144.65,1.14,65.4,144.65,N/A,N/A,N/A,0.0
642,B16-X15,172.87,1.65,68.2,172.86,N/A,N/A,N/A,0.0
643,B16-X15,201.17,1.71,70.8,201.15,N/A,N/A,N/A,0.0
644,B16-X15,229.46,1.8,71.7,229.42,N/A,N/A,N/A,1.0
645,B16-X15,258.12,2.05,71.1,258.07,N/A,N/A,N/A,0.0
646,B16-X15,286.84,2.32,69.5,286.77,N/A,N/A,N/A,0.0
647,B16-X15,315.6,2.68,68.1,315.5,N/A,N/A,N/A,0.0
648,B16-X15,344.41,2.73,70.3,344.28,N/A,N/A,N/A,0.0
649,B16-X15,373.07,2.81,72.6,372.9,N/A,N/A,N/A,0.0
650,B16-X15,400.3,2.9,74.0,400.1,N/A,N/A,N/A,0.0
651,B16-X15,419.6,2.59,75.4,419.38,N/A,N/A,N/A,0.0
652,B16-X15,429.16,3.73,72.8,428.92,N/A,N/A,N/A,0.0
653,B16-X15,438.8,4.86,70.5,438.54,N/A,N/A,N/A,0.0
654,B16-X15,448.36,6.43,70.3,448.05,N/A,N/A,N/A,0.0
655,B16-X15,457.98,7.97,72.2,457.59,N/A,N/A,N/A,0.0
656,B16-X15,467.54,9.81,76.5,467.04,N/A,N/A,N/A,0.0
657,B16-X15,477.13,11.57,81.1,476.46,N/A,N/A,N/A,0.0
658,B16-X15,486.69,13.02,83.3,485.8,N/A,N/A,N/A,0.0
659,B16-X15,496.36,14.43,85.5,495.19,N/A,N/A,N/A,0.0
660,B16-X15,505.9,15.82,87.6,504.4,N/A,N/A,N/A,0.0
661,B16-X15,515.5,17.45,87.5,513.6,N/A,N/A,N/A,0.0
662,B16-X15,525.12,19.25,87.4,522.73,N/A,N/A,N/A,0.0
663,B16-X15,534.72,20.87,87.3,531.75,N/A,N/A,N/A,0.0
664,B16-X15,544.31,22.79,88.7,540.65,N/A,N/A,N/A,0.0
665,B16-X15,553.84,24.79,90.2,549.37,N/A,N/A,N/A,0.0
666,B16-X15,563.38,26.3,91.5,557.98,N/A,N/A,N/A,0.0
667,B16-X15,572.97,28.42,91.3,566.5,N/A,N/A,N/A,0.0
668,B16-X15,582.46,30.01,91.1,574.78,N/A,N/A,N/A,0.0
669,B16-X15,591.94,32.08,90.9,582.9,N/A,N/A,N/A,0.0
670,B16-X15,601.54,34.13,90.4,590.94,N/A,N/A,N/A,0.0
671,B16-X15,611.1,35.66,89.7,598.78,N/A,N/A,N/A,0.0
672,B16-X15,620.7,37.71,89.2,606.48,N/A,N/A,N/A,0.0
673,B16-X15,649.45,37.97,89.2,629.18,N/A,N/A,N/A,2.0
674,B16-X15,678.09,37.66,89.3,651.81,N/A,N/A,N/A,0.0
675,B16-X15,706.7,37.31,89.3,674.51,N/A,N/A,N/A,0.0
676,B16-X15,735.4,36.83,89.2,697.41,N/A,N/A,N/A,0.0
677,B16-X15,764.13,36.61,89.6,720.44,N/A,N/A,N/A,0.0
678,B16-X15,792.89,36.34,90.0,743.57,N/A,N/A,N/A,0.0
679,B16-X15,822.36,36.36,89.3,767.3,N/A,N/A,N/A,0.0
680,B16-X15,851.21,36.39,88.7,790.53,N/A,N/A,N/A,0.0
681,B16-X15,879.87,36.12,87.9,813.64,N/A,N/A,N/A,0.0
682,B16-X15,908.48,35.73,87.3,836.81,N/A,N/A,N/A,0.0
683,B16-X15,937.17,35.6,87.1,860.12,N/A,N/A,N/A,0.0
684,B16-X15,965.73,35.46,86.9,883.36,N/A,N/A,N/A,0.0
685,B16-X15,994.38,36.47,88.7,906.55,N/A,N/A,N/A,0.0
686,B16-X15,1023.03,36.69,88.5,929.56,N/A,N/A,N/A,0.0
687,B16-X15,1051.82,36.47,87.3,952.68,N/A,N/A,N/A,0.0
688,B16-X15,1080.59,35.96,86.7,975.89,N/A,N/A,N/A,0.0
689,B16-X15,1109.18,35.42,86.1,999.11,N/A,N/A,N/A,0.0
690,B16-X15,1137.97,36.47,90.7,1022.42,N/A,N/A,N/A,0.0
691,B16-X15,1166.61,36.43,90.7,1045.45,N/A,N/A,N/A,0.0
692,B16-X15,1195.44,36.39,90.8,1068.66,N/A,N/A,N/A,0.0
693,B16-X15,1224.16,36.0,91.1,1091.83,N/A,N/A,N/A,0.0
694,B16-X15,1252.85,35.64,91.4,1115.1,N/A,N/A,N/A,0.0
695,B16-X15,1281.54,35.71,90.3,1138.4,N/A,N/A,N/A,0.0
696,B16-X15,1310.04,35.73,90.2,1161.54,N/A,N/A,N/A,0.0
697,B16-X15,1338.74,35.32,90.0,1184.9,N/A,N/A,N/A,0.0
698,B16-X15,1367.46,36.07,90.01,1208.22,N/A,N/A,N/A,0.0
699,B16-X15,1396.16,37.27,89.8,1231.24,N/A,N/A,N/A,0.0
700,B16-X15,1424.93,37.12,90.0,1254.16,N/A,N/A,N/A,0.0
701,B16-X15,1453.68,37.05,90.1,1277.09,N/A,N/A,N/A,0.0
702,B16-X15,1482.4,36.65,91.2,1300.08,N/A,N/A,N/A,0.0
703,B16-X15,1511.11,36.43,91.8,1323.14,N/A,N/A,N/A,0.0
704,B16-X15,1539.92,36.98,91.6,1346.24,N/A,N/A,N/A,0.0
705,B16-X15,1568.63,37.57,91.2,1369.09,N/A,N/A,N/A,0.0
706,B16-X15,1597.44,37.75,90.7,1391.89,N/A,N/A,N/A,0.0
707,B16-X15,1626.3,37.49,90.7,1414.75,N/A,N/A,N/A,0.0
708,B16-X15,1654.98,37.97,90.9,1437.44,N/A,N/A,N/A,0.0
709,B16-X15,1683.74,38.1,90.0,1460.09,N/A,N/A,N/A,0.0
710,B16-X15,1712.6,38.32,89.6,1482.77,N/A,N/A,N/A,0.0
711,B16-X15,1741.46,38.5,89.2,1505.38,N/A,N/A,N/A,0.0
712,B16-X15,1770.15,38.14,90.0,1527.89,N/A,N/A,N/A,0.0
713,B16-X15,1798.93,37.97,87.9,1550.55,N/A,N/A,N/A,0.0
714,B16-X15,1827.47,37.83,87.9,1573.07,N/A,N/A,N/A,0.0
715,B16-X15,1856.28,37.66,87.8,1595.85,N/A,N/A,N/A,0.0
716,B16-X15,1885.03,37.82,87.7,1618.59,N/A,N/A,N/A,0.0
717,B16-X15,1913.78,38.01,87.5,1641.27,N/A,N/A,N/A,0.0
718,B16-X15,1942.53,38.48,87.4,1663.85,N/A,N/A,N/A,0.0
719,B16-X15,1971.36,38.76,87.3,1686.37,N/A,N/A,N/A,0.0
720,B16-X15,2001.12,39.2,90.4,1709.51,N/A,N/A,N/A,0.0
721,B16-X15,2029.9,39.52,90.6,1731.76,N/A,N/A,N/A,0.0
722,B16-X15,2058.59,39.81,90.7,1753.85,N/A,N/A,N/A,0.0
723,B16-X15,2087.3,40.21,89.7,1775.84,N/A,N/A,N/A,0.0
724,B16-X15,2116.05,39.24,89.7,1797.95,N/A,N/A,N/A,0.0
725,B16-X15,2144.87,38.46,89.6,1820.39,N/A,N/A,N/A,0.0
726,B16-X15,2173.53,37.71,89.5,1842.95,N/A,N/A,N/A,0.0
727,B16-X15,2202.23,38.06,91.1,1865.6,N/A,N/A,N/A,0.0
728,B16-X15,2231.01,37.23,91.6,1888.39,N/A,N/A,N/A,0.0
729,B16-X15,2259.69,36.58,92.2,1911.32,N/A,N/A,N/A,0.0
730,B16-X15,2288.28,36.05,92.7,1934.36,N/A,N/A,N/A,0.0
731,B16-X15,2316.98,38.97,92.1,1957.12,N/A,N/A,N/A,0.0
732,B16-X15,2345.74,41.96,92.2,1979.0,N/A,N/A,N/A,0.0
733,B16-X15,2364.91,41.95,92.3,1993.26,N/A,N/A,N/A,0.0
734,B16-X15,2384.06,41.9,92.5,2007.51,N/A,N/A,N/A,0.0
735,B16-X15,2412.72,41.95,91.8,2028.83,N/A,N/A,N/A,0.0
736,B16-X15,2441.47,41.94,92.2,2050.21,N/A,N/A,N/A,0.0
737,B16-X15,2470.12,41.96,92.7,2071.52,N/A,N/A,N/A,0.0
738,B16-X15,2498.79,42.0,92.6,2092.83,N/A,N/A,N/A,0.0
739,B16-X15,2527.37,42.1,92.6,2114.06,N/A,N/A,N/A,0.0
740,B16-X15,2556.06,41.87,92.4,2135.38,N/A,N/A,N/A,0.0
741,B16-X15,2584.8,41.63,92.7,2156.82,N/A,N/A,N/A,0.0
742,B16-X15,2613.61,41.0,92.5,2178.46,N/A,N/A,N/A,0.0
743,B16-X15,2642.32,40.78,92.3,2200.17,N/A,N/A,N/A,0.0
744,B16-X15,2671.07,40.39,92.3,2222.0,N/A,N/A,N/A,0.0
745,B16-X15,2699.97,39.95,92.3,2244.08,N/A,N/A,N/A,0.0
746,B16-X15,2728.72,39.23,92.5,2266.24,N/A,N/A,N/A,0.0
747,B16-X15,2757.36,38.54,92.7,2288.53,N/A,N/A,N/A,0.0
748,B16-X15,2786.08,37.25,91.7,2311.2,N/A,N/A,N/A,3.0
749,B16-X15,2814.82,35.82,90.8,2334.29,N/A,N/A,N/A,0.0
750,B16-X15,2843.51,37.0,88.9,2357.38,N/A,N/A,N/A,0.0
751,B16-X15,2872.51,37.71,86.8,2380.43,N/A,N/A,N/A,0.0
752,B16-X15,2901.19,36.34,86.2,2403.32,N/A,N/A,N/A,0.0
753,B16-X15,2929.79,34.46,86.5,2426.64,N/A,N/A,N/A,0.0
754,B16-X15,2958.51,32.52,86.7,2450.59,N/A,N/A,N/A,0.0
755,B16-X15,2987.35,30.32,87.4,2475.2,N/A,N/A,N/A,0.0
756,B16-X15,3016.2,31.73,88.2,2499.92,N/A,N/A,N/A,0.0
757,B16-X15,3044.91,34.01,87.7,2524.03,N/A,N/A,N/A,0.0
758,B16-X15,3073.64,33.64,87.7,2547.9,N/A,N/A,N/A,0.0
759,B16-X15,3102.31,33.22,87.8,2571.83,N/A,N/A,N/A,0.0
760,B16-X15,3131.15,33.83,88.0,2595.87,N/A,N/A,N/A,0.0
761,B16-X15,3159.75,34.41,88.2,2619.54,N/A,N/A,N/A,0.0
762,B16-X15,3188.41,34.45,88.4,2643.18,N/A,N/A,N/A,0.0
763,B16-X15,3217.09,35.02,87.8,2666.75,N/A,N/A,N/A,0.0
764,B16-X15,3245.87,35.43,87.7,2690.26,N/A,N/A,N/A,0.0
765,B16-X15,3274.49,35.86,87.5,2713.52,N/A,N/A,N/A,0.0
766,B16-X15,3303.31,36.21,87.3,2736.83,N/A,N/A,N/A,0.0
767,B16-X15,3332.14,35.86,87.8,2760.14,N/A,N/A,N/A,0.0
768,B16-X15,3360.92,36.47,87.8,2783.37,N/A,N/A,N/A,0.0
769,B16-X15,3389.77,36.65,86.8,2806.55,N/A,N/A,N/A,0.0
770,B16-X15,3416.49,37.28,86.43,2827.9,N/A,N/A,N/A,0.0
771,B16-X15,3418.51,37.33,86.4,2829.5,N/A,N/A,N/A,0.0
772,B16-X15,3447.13,38.58,86.1,2852.07,N/A,N/A,N/A,0.0
773,B16-X15,3475.95,39.76,86.1,2874.41,N/A,N/A,N/A,0.0
774,B16-X15,3504.76,36.82,88.3,2897.02,N/A,N/A,N/A,0.0
775,B16-X15,3533.55,35.88,88.6,2920.21,N/A,N/A,N/A,0.0
776,B16-X15,3562.25,36.0,88.6,2943.45,N/A,N/A,N/A,0.0
777,B16-X15,3581.0,36.0,88.6,2958.62,N/A,N/A,N/A,0.0
9712,B16-X15,0.0,N/A,N/A,N/A,0.0,89.64,N/A,N/A
9713,B16-X15,440.0,N/A,N/A,N/A,0.0,89.64,440.0,N/A
9714,B16-X15,520.0,N/A,N/A,N/A,12.0,89.64,519.42,N/A
9715,B16-X15,600.0,N/A,N/A,N/A,24.0,89.64,595.36,N/A
9716,B16-X15,680.0,N/A,N/A,N/A,36.0,89.64,664.52,N/A
9717,B16-X15,700.0,N/A,N/A,N/A,39.0,89.64,680.38,N/A
9718,B16-X15,1000.0,N/A,N/A,N/A,39.0,89.64,913.53,N/A
9719,B16-X15,1300.0,N/A,N/A,N/A,39.0,89.64,1146.67,N/A
9720,B16-X15,1600.0,N/A,N/A,N/A,39.0,89.64,1379.81,N/A
9721,B16-X15,1900.0,N/A,N/A,N/A,39.0,89.64,1612.96,N/A
9722,B16-X15,2200.0,N/A,N/A,N/A,39.0,89.64,1846.1,N/A
9723,B16-X15,2500.0,N/A,N/A,N/A,39.0,89.64,2079.25,N/A
9724,B16-X15,2800.0,N/A,N/A,N/A,39.0,89.64,2312.39,N/A
9725,B16-X15,2867.83,N/A,N/A,N/A,39.0,89.64,2365.1,N/A
9726,B16-X15,2947.83,N/A,N/A,N/A,36.87,89.65,2428.2,N/A
9727,B16-X15,3027.83,N/A,N/A,N/A,34.73,89.65,2493.08,N/A
9728,B16-X15,3107.83,N/A,N/A,N/A,32.6,89.65,2559.66,N/A
9729,B16-X15,3115.86,N/A,N/A,N/A,32.39,89.65,2566.43,N/A
9730,B16-X15,3415.86,N/A,N/A,N/A,32.39,89.65,2819.76,N/A
9731,B16-X15,3416.11,N/A,N/A,N/A,32.39,89.65,2820.0,N/A
9732,B16-X15,3570.06,N/A,N/A,N/A,32.39,89.65,2950.0,N/A
931,B16-X20,0.0,0.0,216.9,N/A,N/A,N/A,N/A,0.0
932,B16-X20,29.8,0.32,216.9,29.8,N/A,N/A,N/A,0.0
933,B16-X20,59.0,0.66,223.8,59.0,N/A,N/A,N/A,0.0
934,B16-X20,88.13,0.53,193.3,88.13,N/A,N/A,N/A,0.0
935,B16-X20,116.41,0.26,162.2,116.41,N/A,N/A,N/A,0.0
936,B16-X20,144.65,0.4,169.3,144.65,N/A,N/A,N/A,0.0
